datetime,open,high,low,close,volume
2024-07-01 09:15:00,101.40462532985842,101.87595925631483,99.86877033504443,100.46678715278854,263
2024-07-01 09:20:00,100.86152743095579,102.72104788431075,100.20867614284708,101.44618219326436,1020
2024-07-01 09:25:00,100.18641204523514,100.96162274704079,99.89351448995181,101.08162385394401,1143
2024-07-01 09:30:00,100.2762573762813,101.0298699521829,99.81558148428856,100.06813358607074,1165
2024-07-01 09:35:00,100.39325266489186,100.94327936618845,99.76827815311631,99.16993392394139,1174
2024-07-01 09:40:00,99.07947540269828,99.97733069328225,97.54057554635584,96.71558576285891,267
2024-07-01 09:45:00,102.34680727313045,102.5007816891648,101.01015525635016,102.3196508452395,515
2024-07-01 09:50:00,100.97762675643153,101.43095144428251,99.57710779568801,100.34724406507445,1256
2024-07-01 09:55:00,101.39514679127018,103.23101613630354,100.04723706468664,101.8894976854823,851
2024-07-01 10:00:00,100.64234252405565,101.15800512551311,99.56950079525349,102.79265780588179,793
2024-07-01 10:05:00,98.5921710813689,99.06601385658901,96.66093193324771,98.93513454326833,421
2024-07-01 10:10:00,103.12570042695432,104.58515897608044,101.5098042474792,102.95197121895367,346
2024-07-01 10:15:00,100.83289741281735,101.2723737548944,99.6844973294665,101.71522228862085,292
2024-07-01 10:20:00,99.78097944589317,100.61161388539544,99.29298685827578,97.8297552653593,1535
2024-07-01 10:25:00,100.75647981734656,101.75184844225059,99.89071382437461,102.16818601494023,1524
2024-07-01 10:30:00,101.73106345471102,103.14070676017528,100.95847984484104,100.98368058491151,1974
2024-07-01 10:35:00,100.05540207719004,101.57045866442509,98.86817994919001,101.005045607795,440
2024-07-01 10:40:00,99.05867147156583,99.99530173497844,98.05272641890572,101.00713036085416,872
2024-07-01 10:45:00,100.32979479824428,101.43454416574087,98.69458396098155,100.76651116308888,371
2024-07-01 10:50:00,99.73111696772752,100.90642563721076,98.43275466726531,100.69789847255227,1228
2024-07-01 10:55:00,99.09829190188128,99.20692819838723,98.87170283806489,99.25565259720403,969
2024-07-01 11:00:00,101.59729394553642,101.83014201877695,99.88843451876001,101.56619516462146,385
2024-07-01 11:05:00,100.94170063202431,101.35830706812108,100.15738928010295,101.23797271500575,1891
2024-07-01 11:10:00,100.31819298899923,100.32843222644914,99.23707515046287,100.45582734332523,1666
2024-07-01 11:15:00,101.77980408265304,102.77228680203001,101.1640316174345,103.15092124452995,171
2024-07-01 11:20:00,98.48398551692746,99.00848480575637,97.88361416384612,99.89787164551015,514
2024-07-01 11:25:00,101.49889318622722,103.22235682077317,100.42290732847074,100.81869986535447,1908
2024-07-01 11:30:00,100.5199566079049,101.50536920117617,99.75215773891959,100.57754064349443,1072
2024-07-01 11:35:00,101.86213648702818,103.37189902716536,100.68542102707224,101.9718538269459,1566
2024-07-01 11:40:00,100.7446424162904,101.24321650429567,100.30153803271695,99.7128919464787,190
